price_per_m,coors
141509.43396226416,"37.520527,55.546246"
703389.8305084746,"37.588817,55.776664000000004"
425383.54253835423,"37.591243,55.773196"
601470.5882352941,"37.647908,55.739493"
138195.77735124758,"37.823026,55.776658999999995"
530303.0303030303,"37.54551,55.684594"
297619.04761904763,"37.633859,55.783494"
138195.77735124758,"37.823026,55.776658999999995"
180000.0,"37.675693,55.726102000000004"
191666.66666666666,"37.643228,55.708288"
288235.29411764705,"37.551367,55.775135"
143721.6338880484,"37.541207,55.89556999999999"
1168271.6216216215,"37.613440000000004,55.738252"
78054.86284289276,"37.450112,55.533279"
75000.0,"37.450112,55.533279"
163235.29411764705,"37.738575,55.632916"
386505.007518797,"37.667456,55.764951"
173529.41176470587,"37.593596000000005,55.628276"
197014.92537313432,"37.621543,55.820572"
164983.16498316498,"37.450396000000005,55.823297"
223958.33333333334,"37.612766,55.771317"
150588.23529411765,"37.443919,55.708704000000004"
254437.8698224852,"37.471866,55.665264"
64263.15098468271,"37.101607,55.979863"
444757.4931880109,"37.554214,55.761538"
545403.8461538461,"37.593183,55.749486"
158181.81818181818,"37.741127,55.762328000000004"
172110.5527638191,"37.628119,55.877152"
143835.61643835617,"37.793337,55.79545400000001"
1128152.4038461538,"37.617474,55.786703"
272727.2727272727,"37.681191,55.745149"
212099.99999999997,"37.645123999999996,55.811358999999996"
225000.0,"37.5433,55.681549"
375000.0,"37.413224,55.80445"
266666.6666666667,"37.590057,55.894667000000005"
174831.89241114314,"37.618641,55.647204"
212121.21212121213,"37.743435,55.761157999999995"
289473.6842105263,"37.787110999999996,55.792265"
126666.66666666667,"37.759758000000005,55.71011899999999"
734842.8501529052,"37.633759999999995,55.742205000000006"
241935.48387096773,"37.626286,55.767453"
174456.52173913043,"37.669356,55.869347"
195121.9512195122,"37.585017,55.795813"
1177586.7441860465,"37.603809999999996,55.739017000000004"
226027.39726027398,"37.473519,55.644064"
180555.55555555556,"37.766917,55.80106"
125000.0,"37.827086,55.827596"
205555.55555555556,"37.588359000000004,55.685513"
166055.04587155965,"37.535583,55.612614"
162790.6976744186,"37.589059999999996,55.811715"
254872.87671232875,"37.515173,55.840892000000004"
293558.3695652174,"37.515173,55.840892000000004"
488541.6666666667,"37.515093,55.702307"
133111.11111111112,"37.814339000000004,55.702064"
466666.6666666667,"37.620483,55.765073"
144963.14496314497,"37.748574,55.705321"
1643576.0456273765,"37.599319,55.763493000000004"
147307.6923076923,"37.746094,55.654984999999996"
440983.60655737703,"37.505903,55.799937"
255200.00000000003,"37.56195,55.785431"
244100.0,"37.56195,55.785431"
256400.00000000003,"37.56195,55.785431"
254000.0,"37.56195,55.785431"
158464.56692913387,"37.565954999999995,55.875682999999995"
336538.46153846156,"37.649831,55.761761"
211305.5181695828,"37.512353000000004,55.76084399999999"
156250.0,"37.817861,55.808913000000004"
260344.8275862069,"37.53747,55.668691"
450000.0,"37.494915999999996,55.67994"
1100000.0,"37.596722,55.764723"
165714.2857142857,"37.435097999999996,55.825704"
316991.0333333333,"37.66707,55.779221"
166165.93406593407,"37.578094,55.849594999999994"
155300.0,"37.578094,55.849594999999994"
150675.55555555556,"37.578094,55.849594999999994"
165710.68493150684,"37.578094,55.849594999999994"
158286.77839851024,"37.664958,55.624281"
147142.85714285713,"37.809228000000004,55.789035999999996"
596330.2752293578,"37.594926,55.76565"
246010.63829787233,"37.611491,55.672245"
380000.0,"37.590326,55.749790000000004"
169014.08450704225,"37.675002,55.870435"
188157.8947368421,"37.516368,55.631519"
91250.0,"37.459631,55.58799200000001"
166666.66666666666,"37.806425,55.802471999999995"
317982.45614035084,"37.493183,55.70409300000001"
194339.62264150943,"37.402525,55.802391"
700000.0,"37.537083,55.749511"
555763.5,"37.64622,55.742042000000005"
781664.5569620254,"37.588251,55.756341000000006"
586639.2496392496,"37.64622,55.742042000000005"
729694.794520548,"37.64622,55.742042000000005"
550000.0,"37.537083,55.749511"
802769.5010183299,"37.64622,55.742042000000005"
236572.89002557544,"37.486688,55.78822099999999"
981523.8421052631,"37.597414,55.739554000000005"
558138.5576923077,"37.586401,55.75413199999999"
431953.7913907285,"37.601385,55.741875"
150649.35064935064,"37.583372999999995,55.881227"
120967.74193548386,"37.796984,55.759177"
137931.0344827586,"37.675828,55.576574"
184567.9012345679,"37.433709,55.73656999999999"
180000.0,"37.675693,55.726102000000004"
177272.72727272726,"37.607143,55.639456"
187500.0,"37.417949,55.744728"
293856.0655737705,"37.672163,55.77629399999999"
714001.725,"37.588251,55.756341000000006"
179597.7011494253,"37.590524,55.603003"
154205.60747663552,"37.588296,55.607641"
154506.43776824034,"37.665686,55.874279"
291666.60714285716,"37.595968,55.740776000000004"
208208.9552238806,"37.55681,55.757288"
176363.63636363635,"37.405066999999995,55.751608999999995"
214285.7142857143,"37.728469,55.781514"
165714.2857142857,"37.775873,55.790453"
206947.77424483307,"37.636094,55.698595"
427509.2936802974,"37.567051,55.749846"
144117.64705882352,"37.358228999999994,55.785331000000006"
186967.63202725723,"37.390137,55.883853"
162222.22222222222,"37.804844,55.800013"
277631.5789473684,"37.584721,55.722156999999996"
248397.4358974359,"37.667087,55.78115"
134126.9841269841,"37.593695000000004,55.59686899999999"
241780.8219178082,"37.590317,55.78943100000001"
139285.7142857143,"37.404905,55.718258"
1384262.7916666667,"37.577560999999996,55.749632999999996"
215000.0,"37.695393,55.783215000000006"
1208181.5217391304,"37.616252,55.735915000000006"
188235.29411764705,"37.712578,55.758159"
193500.00000000003,"37.564721,55.771218000000005"
195000.0,"37.564721,55.771218000000005"
300653.5947712418,"37.493183,55.70409300000001"
255969.63636363635,"37.528576,55.799496999999995"
199000.0,"37.564721,55.771218000000005"
285714.28571428574,"37.565146999999996,55.781879"
179945.31486146094,"37.739990999999996,55.729383999999996"
136363.63636363635,"37.586392,55.60995"
326666.6666666667,"37.573312,55.703033"
159420.28985507245,"37.833312,55.766349"
148148.14814814815,"37.768597,55.665572999999995"
159615.38461538462,"37.574435,55.900153"
157728.7066246057,"37.78562,55.69827900000001"
284509.93670886074,"37.58968,55.708754000000006"
305000.0,"37.58968,55.708754000000006"
312296.3011972275,"37.770234,55.79421"
311722.79792746116,"37.772326,55.79454200000001"
134146.34146341463,"37.758545,55.736503000000006"
216025.64102564103,"37.474408000000004,55.865823"
145502.64550264552,"37.497144,55.854896"
124607.32984293194,"37.78818,55.801520999999994"
365384.6153846154,"37.574678000000006,55.79517"
800000.0,"37.619397,55.732684"
185714.2857142857,"37.398509000000004,55.888769999999994"
181818.18181818182,"37.543569,55.674951"
261425.95978062155,"37.542285,55.675976"
186046.51162790696,"37.511553,55.823201"
276508.5319148936,"37.529396000000006,55.805549"
423410.08492569,"37.55469,55.761943"
287909.0,"37.529396000000006,55.805549"
193506.4935064935,"37.64692,55.853193000000005"
259599.99999999997,"37.672971000000004,55.774958"
221428.57142857142,"37.675693,55.726102000000004"
148936.17021276595,"37.783545000000004,55.75464399999999"
988024.0,"37.585763,55.742853000000004"
150000.0,"37.735647,55.629725"
105365.85365853658,"37.360519000000004,55.59944300000001"
617515.0,"37.601996,55.742853000000004"
164423.07692307694,"37.734021000000006,55.649164"
136206.89655172414,"37.511373999999996,55.87609200000001"
206214.68926553673,"37.637434000000006,55.771651"
154761.90476190476,"37.436283,55.711016"
160000.0,"37.436283,55.711016"
163185.37859007836,"37.725909,55.611394"
340000.0,"37.54595,55.774664"
313432.8358208955,"37.457987,55.777758"
185277.17800289436,"37.633607,55.700562"
354395.6043956044,"37.469925,55.781838"
128333.33333333333,"37.535188,55.883929"
200277.77777777778,"37.474902,55.862904"
189655.1724137931,"37.509840000000004,55.755922999999996"
465116.27906976745,"37.626043,55.765255"
228956.22895622897,"37.417006,55.84875600000001"
163404.25531914894,"37.591467,55.5838"
240000.0,"37.640093,55.790651000000004"
116724.73867595819,"37.795565,55.63555899999999"
170370.37037037036,"37.741001000000004,55.62146"
143507.97266514806,"37.428432,55.842913"
170816.63326653308,"37.635363,55.699585"
293592.2916666667,"37.635363,55.699585"
111290.32258064517,"37.309172,55.623594999999995"
144736.84210526315,"37.680194,55.637428"
214099.21671018278,"37.536239,55.640198"
121875.0,"37.864762,55.710854000000005"
188679.24528301888,"37.569691999999996,55.667294999999996"
222727.27272727274,"37.572324,55.811523"
184480.23426061493,"37.795026,55.814952000000005"
171875.0,"37.685162,55.687396"
339022.9885057471,"37.495490999999994,55.705071999999994"
161290.32258064515,"37.780563,55.667427"
500134.0206185567,"37.638036,55.770208"
260526.31578947368,"37.577238,55.67225500000001"
168421.05263157896,"37.83509,55.734547"
242105.26315789475,"37.489634,55.816733"
127142.85714285714,"37.749210999999995,55.616431999999996"
141000.0,"37.739474,55.645680000000006"
138743.45549738218,"37.544009,55.928718"
173529.41176470587,"37.846759999999996,55.73665"
158571.42857142858,"37.722963,55.806706999999996"
137000.0,"37.530052000000005,55.653718999999995"
145000.0,"37.530052000000005,55.653718999999995"
147000.0,"37.530052000000005,55.653718999999995"
146103.8961038961,"37.851763,55.738622"
1824237.0006381623,"37.599319,55.763493000000004"
183333.33333333334,"37.67422,55.737632999999995"
216250.0,"37.521264,55.824526"
350000.0,"37.534406,55.676478"
154905.33562822719,"37.718148,55.598177"
197252.74725274724,"37.8449,55.698553000000004"
133333.33333333334,"37.590272999999996,55.609701"
182704.01948842875,"37.672118,55.721539"
254629.62962962964,"37.543264,55.687406"
118644.06779661016,"37.831219,55.719156000000005"
418090.9090909091,"37.509954,55.702881000000005"
263157.8947368421,"37.586482000000004,55.652761"
202702.7027027027,"37.669243,55.863237"
140784.3137254902,"37.849868,55.736306000000006"
187681.15942028986,"37.595806,55.640152"
186111.11111111112,"37.486239000000005,55.87392"
160000.0,"37.452067,55.828146999999994"
152500.0,"37.699346000000006,55.885812"
157232.70440251572,"37.78006,55.740345"
126415.09433962264,"37.724328,55.875637"
195944.1522988506,"37.600181,55.654701"
176923.07692307694,"37.793382,55.810607"
193333.33333333334,"37.71521,55.804127"
105063.29113924051,"37.931601,55.70336999999999"
208333.33333333334,"37.652714,55.81906899999999"
157775.25539160045,"37.69489,55.775059"
487500.0,"37.576816,55.719910999999996"
464625.13199577614,"37.635233,55.764161"
151562.5,"37.743157000000004,55.68023"
135897.4358974359,"37.925578,55.702729000000005"
159744.4089456869,"37.768301,55.714749"
193023.2558139535,"37.40195,55.740598"
128787.29927007298,"37.426355,55.6576"
161931.81818181818,"37.420114,55.855819999999994"
322058.82352941175,"37.555777,55.666745999999996"
151111.11111111112,"37.522602,55.6058"
164037.85488958991,"37.79269,55.748898"
93600.0,"37.414769,55.618842"
260000.0,"37.586724,55.769980000000004"
225000.0,"37.597845,55.71238100000001"
172872.3404255319,"37.850155,55.73788199999999"
129500.0,"37.724077,55.600699"
186264.24870466322,"37.738115,55.760073"
241955.9918478261,"37.645123999999996,55.811358999999996"
60197.88918205805,"37.325358,55.433065"
360795.45454545453,"37.628163,55.770385"
244963.99321266968,"37.645123999999996,55.811358999999996"
197368.42105263157,"37.502004,55.643266000000004"
236842.1052631579,"37.463673,55.868359"
1322222.2222222222,"37.622306,55.732839"
120268.54320987655,"37.371863,55.859549"
194677.87114845938,"37.584946,55.840214"
647668.3937823834,"37.578855,55.751974"
278688.52459016396,"37.516575,55.681767"
251146.78899082568,"37.679826,55.771089"
149038.46153846153,"37.720888,55.627427000000004"
178653.84615384616,"37.656828999999995,55.886488"
247058.82352941178,"37.402640999999996,55.741754"
147058.82352941178,"37.770313,55.731201"
354285.71428571426,"37.601843,55.77259300000001"
177827.9042690815,"37.635363,55.699585"
113450.0,"37.388906,55.642677"
897750.0,"37.614743,55.760849"
897159.3859649122,"37.614743,55.760849"
184333.9973439575,"37.634694,55.699096"
874277.8234265734,"37.614743,55.760849"
181208.05369127516,"37.660117,55.618827"
1432692.5140186916,"37.539078,55.747115"
116379.31034482758,"37.827436999999996,55.815109"
524887.7486631016,"37.539078,55.747115"
586639.25,"37.539078,55.747115"
444390.2589285714,"37.539078,55.747115"
432260.50228310504,"37.539078,55.747115"
494012.0,"37.539078,55.747115"
932098.1132075472,"37.539078,55.747115"
1188478.8717948718,"37.539078,55.747115"
169230.76923076922,"37.61247,55.659779"
271800.0,"37.571943,55.81717"
645161.2903225806,"37.561958000000004,55.702165"
2058383.3333333333,"37.580777000000005,55.741374"
204225.35211267605,"37.506761,55.756166"
116629.21348314607,"37.764375,55.72623299999999"
525000.0,"37.591189,55.730943"
212121.21212121213,"37.550774,55.757977000000004"
73149.74182444061,"37.810207,55.818473"
1187528.8461538462,"37.603809999999996,55.739017000000004"
374000.0,"37.458337,55.783635"
264285.71428571426,"37.54162,55.68319399999999"
355264.9058577406,"37.624983,55.815064"
348214.28571428574,"37.589087,55.772563"
147509.57854406128,"37.837928999999995,55.780648"
167910.44776119402,"37.411894000000004,55.716985"
160000.0,"37.451788,55.812924"
178185.74514038878,"37.646274,55.875935"
1218990.6493506494,"37.580508,55.742955"
409745.2934662237,"37.584379999999996,55.754137"
291016.6896551724,"37.772326,55.79454200000001"
128862.7659574468,"37.774751,55.670396999999994"
206578.94736842104,"37.420041999999995,55.737279"
138269.79508196723,"37.774751,55.670396999999994"
527173.9130434783,"37.58084,55.759152"
243108.1081081081,"37.645959000000005,55.776588000000004"
957148.2484076433,"37.619926,55.733361"
178947.36842105264,"37.549624,55.877087"
661157.0247933884,"37.60779,55.765037"
1360626.2711864407,"37.599319,55.763493000000004"
1061353.90625,"37.619926,55.733361"
554794.5205479452,"37.620061,55.771145"
167936.50793650793,"37.52033,55.863080000000004"
281553.3980582524,"37.473519,55.644064"
1060111.5879828327,"37.626789,55.77"
164893.6170212766,"37.633634,55.728586"
713572.8888888889,"37.645986,55.778597999999995"
141025.64102564103,"37.765597,55.659261"
168918.9189189189,"37.577560999999996,55.905083999999995"
179365.07936507938,"37.746767999999996,55.716868999999996"
263157.8947368421,"37.666782,55.769408"
210995.5423476969,"37.632098,55.810602"
172727.27272727274,"37.460815999999994,55.814446999999994"
877500.0,"37.616,55.73834300000001"
170000.0,"37.45734,55.845673"
432580.4559585492,"37.527903,55.723237"
150000.0,"37.850928,55.688390000000005"
250000.0,"37.63897,55.80526999999999"
187692.3076923077,"37.579671999999995,55.564969"
179640.6886227545,"37.410699,55.656696999999994"
457142.85714285716,"37.610287,55.765392000000006"
273972.602739726,"37.700649,55.820273"
209302.32558139536,"37.514958,55.74728199999999"
855000.0,"37.616,55.73834300000001"
432260.5,"37.539078,55.747115"
188311.6883116883,"37.519333,55.644313000000004"
365853.65853658534,"37.587775,55.749091"
285148.51485148515,"37.542958,55.80664599999999"
385185.18518518517,"37.612668,55.722563"
600000.0,"37.537083,55.749511"
135156.25,"37.738115,55.760073"
276595.74468085106,"37.522279,55.797341"
161682.2429906542,"37.609955,55.692876"
248997.98387096773,"37.673726,55.791233"
108153.078202995,"37.928893,55.708374"
990846.0428571429,"37.659865,55.744774"
660377.358490566,"37.596992,55.771530000000006"
1022727.2727272727,"37.549983000000005,55.743334999999995"
325000.0,"37.574471,55.705284999999996"
125925.92592592593,"37.507699,55.541610999999996"
183695.65217391305,"37.564689,55.77024399999999"
148538.01169590643,"37.735898,55.62608"
483333.3333333333,"37.474191999999995,55.652795999999995"
269444.44444444444,"37.649382,55.771474"
166666.66666666666,"37.761177,55.668558999999995"
139743.58974358975,"37.567904999999996,55.54760600000001"
444444.44444444444,"37.552957,55.690314"
638808.6206896552,"37.477624,55.71883100000001"
125000.0,"37.624876,55.891825"
244038.46153846153,"37.509038000000004,55.721320999999996"
644098.4848484849,"37.605022999999996,55.710809"
280952.38095238095,"37.417769,55.769955"
363128.49162011174,"37.536625,55.687061"
321839.0804597701,"37.566818,55.678295999999996"
204615.38461538462,"37.577436,55.566990000000004"
246000.0,"37.473006,55.774517"
207500.0,"37.704987,55.774781000000004"
279047.61904761905,"37.526834,55.64090899999999"
170212.7659574468,"37.604448,55.588649"
130434.78260869565,"37.766853999999995,55.744911"
156122.44897959183,"37.790938,55.74714"
193152.45478036173,"37.735395000000004,55.76684"
259558.82352941178,"37.572845,55.759907"
178970.91722595078,"37.50734,55.851172"
631034.4827586206,"37.480022,55.71515"
205769.23076923078,"37.736042,55.782061"
359477.1241830065,"37.673951,55.774634"
142187.5,"37.805581,55.816313"
298245.6140350877,"37.787803000000004,55.79160699999999"
177419.35483870967,"37.575720000000004,55.665293999999996"
1288726.956521739,"37.594423,55.737582999999994"
290581.1623246493,"37.644899,55.857862"
840000.0,"37.619549,55.732514"
157317.07317073172,"37.643228,55.708288"
161875.0,"37.535574,55.539105000000006"
145714.2857142857,"37.57192,55.895267000000004"
130217.39130434782,"37.658338,55.606512"
897750.0,"37.614743,55.760849"
117777.77777777778,"37.565909999999995,55.506541000000006"
231578.94736842104,"37.672819,55.783747"
155555.55555555556,"37.571892999999996,55.794123"
193939.39393939395,"37.495554,55.617525"
183700.0,"37.637075,55.70000400000001"
140625.0,"37.715938,55.761897"
152272.72727272726,"37.461445,55.707283999999994"
360360.36036036036,"37.542186,55.757408999999996"
211538.46153846153,"37.560502,55.6634"
168421.05263157896,"37.735081,55.793526"
356716.41791044775,"37.560071,55.659571"
142857.14285714287,"37.487334999999995,55.572557999999994"
188000.0,"37.723304,55.805913000000004"
214285.7142857143,"37.527822,55.647468"
332857.14285714284,"37.581748,55.724636"
543956.043956044,"37.589841,55.76459200000001"
650000.0,"37.59445,55.763478000000006"
220238.09523809524,"37.571165,55.791041"
317834.3949044586,"37.515218,55.670883999999994"
200000.0,"37.634631,55.678706999999996"
207142.85714285713,"37.50884,55.756386"
422535.21126760566,"37.56688,55.72959399999999"
383333.3333333333,"37.586661,55.74754"
283050.8474576271,"37.534971999999996,55.728407999999995"
650000.0,"37.59445,55.763478000000006"
650000.0,"37.59445,55.763478000000006"
155000.0,"37.888953,55.71016899999999"
650000.0,"37.59445,55.763478000000006"
173750.0,"37.452076,55.844677000000004"
144444.44444444444,"37.811141,55.809464"
136619.71830985916,"37.546766999999996,55.612868000000006"
160269.70954356846,"37.424839,55.82736800000001"
147058.82352941178,"37.830940000000005,55.736985"
178000.0,"37.523097,55.83534100000001"
135200.0,"37.49485,55.546636"
101298.7012987013,"37.253161999999996,55.612014"
135200.0,"37.49485,55.546636"
220815.7524613221,"37.552265000000006,55.741014"
299807.6923076923,"37.549893,55.775397999999996"
1323246.4285714286,"37.574067,55.730426"
194500.0,"37.569646999999996,55.657784"
197934.59552495697,"37.561553,55.865834"
213092.82685512368,"37.633607,55.700562"
181437.47503566334,"37.635363,55.699585"
205726.14228456916,"37.635363,55.699585"
242647.0588235294,"37.531738,55.806464"
78716.82414698163,"37.356154,55.655473"
228205.12820512822,"37.624256,55.822599"
240000.0,"37.676412,55.744262"
176470.58823529413,"37.540820000000004,55.86523199999999"
307701.4002478315,"37.635363,55.699585"
133823.5294117647,"37.554376,55.861226"
210932.48138957817,"37.635363,55.699585"
214933.97022332507,"37.635363,55.699585"
216827.12515489466,"37.635363,55.699585"
190625.0,"37.593605,55.611718999999994"
232796.28252788103,"37.635363,55.699585"
482758.6206896552,"37.53552,55.750403000000006"
153374.23312883434,"37.559703000000006,55.865823"
54285.71428571428,"37.468731,55.586318999999996"
276119.4029850746,"37.491188,55.674580000000006"
160714.2857142857,"37.569701,55.568089"
133093.5251798561,"37.737821000000004,55.71011899999999"
145413.870246085,"37.73191,55.619691"
220930.2325581395,"37.405435,55.755003"
156250.0,"37.647334,55.88208100000001"
194736.84210526315,"37.660961,55.890527"
147321.42857142858,"37.777176000000004,55.656884999999996"
194915.25423728814,"37.498104999999995,55.64802099999999"
144117.64705882352,"37.675074,55.863307999999996"
172811.0599078341,"37.39815,55.739027"
148364.48598130842,"37.576367,55.574583999999994"
265567.7655677656,"37.432609,55.738448999999996"
592307.6923076923,"37.502292,55.749674"
170454.54545454544,"37.491099,55.800585"
161538.46153846153,"37.415407,55.849064"
172000.0,"37.388655,55.892531000000005"
592592.5925925926,"37.596498,55.74055799999999"
588235.2941176471,"37.596498,55.74055799999999"
208166.66666666666,"37.655598,55.883444"
199188.88888888888,"37.699463,55.751503"
117777.77777777778,"37.655239,55.58354"
174509.80392156861,"37.612281,55.626847999999995"
175324.67532467534,"37.379186,55.842565"
200000.0,"37.456477,55.82886"
345000.0,"37.538691,55.681458"
305000.0,"37.538691,55.681458"
265000.0,"37.538691,55.681458"
265000.0,"37.538691,55.681458"
168103.44827586206,"37.602633000000004,55.620199"
305000.0,"37.538691,55.681458"
315000.0,"37.540308,55.68265600000001"
265000.0,"37.538691,55.681458"
255000.00000000003,"37.540308,55.68265600000001"
837090.1981230448,"37.569396000000005,55.736914"
74693.81546134663,"37.33383,55.641178000000004"
95410.80459770115,"37.454259,55.630949"
74860.4159733777,"37.345867999999996,55.658429000000005"
117454.57002457001,"37.371863,55.859549"
575000.0,"37.616485,55.764607"
551470.5882352941,"37.590075,55.751932999999994"
160526.31578947368,"37.710225,55.75246"
235585.8648481091,"37.771848999999996,55.793595999999994"
371069.1823899371,"37.619971,55.72333100000001"
437500.0,"37.650746999999996,55.760849"
172972.97297297296,"37.421488000000004,55.728089000000004"
225000.0,"37.667752,55.71767"
137301.5873015873,"37.591512,55.899179000000004"
148051.94805194804,"37.361508,55.842696"
259633.0275229358,"37.591934,55.653934"
136475.40983606558,"37.532161,55.53534499999999"
120212.76595744681,"37.373069,55.58955400000001"
191066.99751861044,"37.580984,55.613677"
120967.74193548386,"37.612865,55.854234"
207705.19262981575,"37.601537,55.867975"
432098.76543209876,"37.580634,55.754937"
141221.37404580152,"37.832,55.765473"
197435.89743589744,"37.615345,55.666711"
316071.4285714286,"37.541512,55.744080000000004"
175925.92592592593,"37.480094,55.778546999999996"
132857.14285714287,"37.608607,55.631046"
192546.58385093167,"37.611608000000004,55.66856899999999"
335000.0,"37.54241,55.681996"
220011.99303742385,"37.645123999999996,55.811358999999996"
162500.0,"37.579259,55.676164"
175882.35294117648,"37.515425,55.818023"
193621.86788154897,"37.525154,55.645116"
160000.0,"37.509532,55.853218000000005"
746478.8732394367,"37.610053,55.723861"
173584.90566037735,"37.615569,55.661623"
206666.66666666666,"37.554843,55.77672"
392156.8627450981,"37.636006,55.744754"
175000.0,"37.587263,55.560688"
1335741.7873100983,"37.602606,55.739352000000004"
188160.67653276958,"37.521902000000004,55.728124"
157692.3076923077,"37.598141999999996,55.613580000000006"
499807.7662437524,"37.531936,55.782571999999995"
185828.8770053476,"37.517392,55.656107999999996"
273437.5,"37.582484,55.745123"
181818.18181818182,"37.66936,55.684777000000004"
2539907.4550128533,"37.591952,55.760109"
123750.0,"37.342364,55.644845999999994"
133947.36842105264,"37.849868,55.736306000000006"
642857.1428571428,"37.57687,55.748665"
1172496.835443038,"37.615776000000004,55.762631999999996"
368421.05263157893,"37.670914,55.71419100000001"
721770.7792207792,"37.583597999999995,55.735941000000004"
322580.6451612903,"37.547144,55.758072999999996"
138304.07894736843,"37.368666999999995,55.594026"
134117.64705882352,"37.383444,55.653395999999994"
123750.0,"37.342364,55.644845999999994"
303448.275862069,"37.664211,55.751928"
162318.84057971014,"37.8237,55.773125"
162162.16216216216,"37.78951,55.670793"
165000.0,"37.651511,55.64644200000001"
1016460.3846153846,"37.649552,55.757212"
988024.0,"37.647055,55.74195600000001"
181666.66666666666,"37.565946000000004,55.811730000000004"
583208.6111111111,"37.496183,55.679722"
101145.03816793894,"37.165387,55.599118000000004"
256213.21515892423,"37.635363,55.699585"
169172.93233082705,"37.568138,55.662588"
332733.81294964027,"37.525028000000006,55.735808999999996"
582072.1769499418,"37.601609,55.77486700000001"
138522.42744063324,"37.928129,55.70881"
162500.0,"37.470976,55.70643100000001"
192660.5504587156,"37.489571000000005,55.676807999999994"
136363.63636363635,"37.752534999999995,55.671062"
175000.0,"37.601690000000005,55.82221"
196969.69696969696,"37.541359,55.898013"
152830.18867924527,"37.719639,55.674234999999996"
164029.85074626867,"37.545608,55.876318999999995"
500687.8378378378,"37.539078,55.747115"
418305.3559322034,"37.527903,55.723237"
194186.0465116279,"37.474408000000004,55.865823"
335714.28571428574,"37.609792999999996,55.782922"
168650.79365079367,"37.349937,55.85404200000001"
219646.20437956203,"37.672163,55.77629399999999"
219338.25806451612,"37.672163,55.77629399999999"
414473.6842105263,"37.537083,55.749511"
146153.84615384616,"37.663036,55.892869999999995"
936919.3103448276,"37.520671,55.798480000000005"
236858.97435897434,"37.615472,55.722868000000005"
171568.6274509804,"37.649669,55.725198999999996"
135549.87212276214,"37.409711,55.859857"
271794.8717948718,"37.501284999999996,55.695981"
143396.22641509434,"37.516889,55.531819999999996"
156060.60606060605,"37.571399,55.659971999999996"
161904.7619047619,"37.598735,55.683564000000004"
121409.92167101828,"37.704269000000004,55.872434999999996"
146153.84615384616,"37.574956,55.87668299999999"
173437.5,"37.474695000000004,55.709617"
269230.76923076925,"37.616494,55.711113"
242021.27659574468,"37.677005,55.685437"
158536.58536585365,"37.535862,55.884999"
236781.6091954023,"37.578711,55.773140000000005"
180597.01492537314,"37.563548,55.650612"
230337.0786516854,"37.637192,55.868798999999996"
148780.48780487804,"37.421003000000006,55.853127"
143646.408839779,"37.355803,55.835366"
135000.0,"37.481724,55.785757"
140625.0,"37.60964,55.656107999999996"
137000.0,"37.481724,55.785757"
1005256.976744186,"37.604169,55.739716"
180102.91595197257,"37.640776,55.682265"
221337.57961783442,"37.473528,55.862565000000004"
285000.0,"37.545294,55.806241"
1263098.8636363635,"37.470904,55.831382999999995"
297297.2972972973,"37.589015,55.762119999999996"
208870.96774193548,"37.496839,55.80322099999999"
145312.5,"37.424749,55.848337"
181666.66666666666,"37.670088,55.638084"
109610.0,"37.388906,55.642677"
691011.2359550562,"37.520671,55.798480000000005"
162062.61510128915,"37.578082,55.822625"
148529.41176470587,"37.605652,55.631488"
162790.6976744186,"37.576187,55.795443999999996"
200600.0,"37.56195,55.785431"
201800.0,"37.56195,55.785431"
230300.0,"37.56195,55.785431"
181481.4814814815,"37.393425,55.797402000000005"
422920.0,"37.598232,55.782906000000004"
412371.13402061857,"37.593255,55.733006"
165714.2857142857,"37.612946,55.804061"
156282.0,"37.648631,55.700816"
201277.9552715655,"37.493228,55.808776"
159000.0,"37.481724,55.785757"
161173.99061032862,"37.648631,55.700816"
155932.2033898305,"37.507475,55.642818999999996"
140206.1855670103,"37.399128999999995,55.843393999999996"
171875.0,"37.47527,55.855563000000004"
199875.0,"37.496165000000005,55.804056"
423921.56862745096,"37.479941,55.727298"
148837.2093023256,"37.613027,55.595939"
180952.38095238095,"37.66742,55.639461"
89250.43055555556,"37.510957,55.523648"
151428.57142857142,"37.690884000000004,55.581403"
194166.66666666666,"37.709506,55.807951"
231343.28358208956,"37.751655,55.659079000000006"
188636.36363636365,"37.447881,55.860514"
155495.97855227883,"37.722046,55.812509"
490000.0,"37.591557,55.770973"
209677.4193548387,"37.702849,55.80165699999999"
176315.7894736842,"37.656451000000004,55.625043999999995"
159493.67088607594,"37.592258,55.864293"
899601.7699115045,"37.598591,55.753955000000005"
218023.2558139535,"37.671938,55.775753"
244893.94335511985,"37.515173,55.840892000000004"
472899.5753715499,"37.55469,55.761943"
401680.85585585586,"37.55469,55.761943"
277116.99346405227,"37.609014,55.710862"
134179.10447761195,"37.617411,55.89168299999999"
192019.95012468827,"37.747738,55.659622"
242057.99834574026,"37.609014,55.710862"
947420.2739726028,"37.59648,55.739047"
112432.70627062707,"37.388906,55.642677"
192307.6923076923,"37.603809999999996,55.796834999999994"
1476666.3043478262,"37.603235,55.759091000000005"
141952.98372513562,"37.813989,55.703540000000004"
591408.674796748,"37.514745,55.672768999999995"
306923.07692307694,"37.537299,55.83653399999999"
285454.54545454547,"37.451519,55.809064"
671458.8390804598,"37.505241999999996,55.715217"
488866.0333333333,"37.600253,55.762753000000004"
