price_per_m,coors
307142.85714285716,"37.458526,55.786713"
653455.0264550265,"37.617744,55.786735"
588109.5238095238,"37.51193,55.668787"
166666.66666666666,"37.472297,55.634176000000004"
614427.425,"37.61786,55.768593"
457251.90839694656,"37.582799,55.765073"
119491.52542372882,"37.371891999999995,55.640406000000006"
267489.6982167352,"37.545995,55.695174"
193055.55555555556,"37.578819,55.826882999999995"
218571.42857142858,"37.517761,55.670448"
159000.0,"37.481724,55.785757"
253054.1012216405,"37.523456,55.64191999999999"
150120.0,"37.739990999999996,55.729383999999996"
162600.0,"37.739990999999996,55.729383999999996"
106572.38341968911,"37.416143,55.63399999999999"
153240.0,"37.739990999999996,55.729383999999996"
99067.15771230502,"37.416143,55.63399999999999"
115990.99099099099,"37.757529999999996,55.744713"
185148.51485148515,"37.599831,55.596437"
355404.08958130475,"37.535233000000005,55.779757"
158333.33333333334,"37.662641,55.867778"
255000.0,"37.661033,55.78266800000001"
108069.52577319587,"37.554852000000004,55.556813"
108047.09278350516,"37.554852000000004,55.556813"
167431.19266055044,"37.548842,55.798970999999995"
166666.66666666666,"37.517581,55.782365000000006"
246031.74603174604,"37.526726000000004,55.822979000000004"
776304.5714285715,"37.570483,55.736943999999994"
293333.3333333333,"37.549893,55.775397999999996"
155263.15789473685,"37.713045,55.603786"
190566.02794411176,"37.635363,55.699585"
233333.33333333334,"37.714312,55.753195"
241948.28343313374,"37.635363,55.699585"
192468.40319361276,"37.635363,55.699585"
188587.624750499,"37.635363,55.699585"
130952.38095238095,"37.546543,55.615965"
178082.19178082192,"37.762507,55.702267000000006"
340959.20245398773,"37.51043,55.667675"
194594.5945945946,"37.688054,55.775783"
490769.23076923075,"37.618569,55.722142000000005"
553630.1369863014,"37.618569,55.722142000000005"
173316.70822942644,"37.538242,55.765412"
141666.66666666666,"37.306926000000004,55.622232999999994"
947324.1477272727,"37.549983000000005,55.743334999999995"
558764.8655635987,"37.447548,55.757805000000005"
617515.0,"37.499893,55.718872"
617515.0,"37.499893,55.718872"
679266.4994934144,"37.499893,55.718872"
601851.8518518518,"37.456585,55.736265"
356987.7883310719,"37.612505999999996,55.712152"
168750.0,"37.522189000000004,55.84446"
575000.0,"37.586904,55.739134"
151327.4336283186,"37.607314,55.872753"
144736.84210526315,"37.767798,55.828480000000006"
642215.6,"37.586904,55.739134"
466666.6666666667,"37.50125,55.739889"
192857.14285714287,"37.687614,55.684847999999995"
164592.59259259258,"37.588332,55.86014"
228333.33333333334,"37.66936,55.684777000000004"
289600.0,"37.421668,55.743254"
154098.3606557377,"37.509254,55.857468000000004"
157547.16981132075,"37.385349,55.839420999999994"
344712.6436781609,"37.548663,55.77493199999999"
74944.85294117648,"37.450112,55.533279"
638408.3646616541,"37.649552,55.757212"
117647.05882352941,"37.519557,55.54655699999999"
162000.0,"37.570752,55.549399"
175600.7393715342,"37.460664,55.702378"
313225.05800464033,"37.580436,55.73834300000001"
291900.0,"37.542231,55.78621700000001"
225714.2857142857,"37.646193,55.820809"
133928.57142857142,"37.741109,55.677519"
165789.47368421053,"37.462613,55.815913"
214426.30508474575,"37.67228,55.775824"
176368.9783281734,"37.67228,55.775824"
127118.64406779662,"37.6615,55.620438"
145569.62025316455,"37.889843,55.711437"
160465.11627906977,"37.56609,55.844970999999994"
147590.3614457831,"37.812740000000005,55.719272"
169000.0,"37.598653999999996,55.898972"
163157.8947368421,"37.54983,55.543903"
157222.22222222222,"37.576403000000006,55.894884"
138157.8947368421,"37.570752,55.549399"
300000.0,"37.551609,55.698315"
187285.7142857143,"37.788737,55.798429000000006"
193333.33333333334,"37.659694,55.82"
1049775.4941373535,"37.646568,55.741431999999996"
131756.75675675675,"37.565954999999995,55.875682999999995"
162121.21212121213,"37.8237,55.773125"
182967.03296703295,"37.450333,55.667401"
163636.36363636365,"37.41449,55.728413"
127027.02702702703,"37.723411999999996,55.671518999999996"
304054.0540540541,"37.659892,55.729062"
184000.0,"37.537056,55.808397"
175814.7512864494,"37.578540999999994,55.905492"
138695.65217391305,"37.612811,55.606751"
229230.76923076922,"37.506675,55.7559"
205408.16326530612,"37.506675,55.7559"
232203.38983050847,"37.506675,55.7559"
134466.76970633693,"37.522881,55.834759999999996"
249999.99999999997,"37.545389,55.755518"
148245.61403508772,"37.629071,55.67116800000001"
158576.05177993528,"37.743229,55.730810999999996"
166666.66666666666,"37.504061,55.667919"
156250.0,"37.591521,55.667442"
265000.0,"37.54162,55.68319399999999"
302325.5813953488,"37.583796,55.731465"
243589.7435897436,"37.685368,55.771165"
144723.68421052632,"37.680194,55.637428"
343063.8888888889,"37.4493,55.759618"
153333.33333333334,"37.716639,55.76600500000001"
191176.4705882353,"37.610772,55.789603"
145780.05115089513,"37.716091,55.648717000000005"
121125.0,"37.673742,55.576473"
146551.72413793104,"37.465631,55.86533299999999"
176498.0044345898,"37.578094,55.849594999999994"
835734.5864661654,"37.604169,55.739716"
154971.51898734175,"37.738115,55.760073"
647994.7532063739,"37.580706,55.740806000000006"
227586.2068965517,"37.519890000000004,55.667401"
158064.51612903227,"37.787013,55.75204"
279310.3448275862,"37.576744,55.784951"
153153.15315315317,"37.783895,55.797706000000005"
170026.8817204301,"37.65699,55.789289000000004"
129900.0,"37.543839,55.841795999999995"
322516.12903225806,"37.423482,55.806808"
130337.0786516854,"37.541395,55.892345"
152631.57894736843,"37.58605,55.567871"
193333.33333333334,"37.724687,55.802811"
148437.5,"37.490775,55.884115"
202857.14285714287,"37.460664,55.702378"
145238.09523809524,"37.592231,55.610926"
165529.01023890785,"37.768597,55.665572999999995"
123076.92307692308,"37.86849,55.821062"
105200.94562647755,"37.589114,55.503119999999996"
166655.55555555556,"37.582996,55.680727000000005"
133333.33333333334,"37.573537,55.882086"
487511.84210526315,"37.613448999999996,55.762905"
384615.3846153846,"37.531657,55.670387"
267216.18037135276,"37.674021999999994,55.775169999999996"
268565.61546286877,"37.546291,55.738738"
171052.63157894736,"37.668273,55.85806899999999"
131578.94736842104,"37.578702,55.504822"
767241.3793103448,"37.561958000000004,55.702165"
921039.3220338983,"37.597756,55.747201000000004"
163333.33333333334,"37.375234000000006,55.770658999999995"
168888.88888888888,"37.668399,55.677905"
745276.724137931,"37.586086,55.773975"
162162.16216216216,"37.652427,55.634831999999996"
150473.9336492891,"37.533032,55.545426"
172727.27272727274,"37.571138,55.812261"
165000.0,"37.657979,55.690228000000005"
186538.46153846153,"37.655257,55.867288"
149647.88732394367,"37.58879,55.89034"
197823.93669634027,"37.475441,55.809024"
203373.0158730159,"37.388313000000004,55.901697"
172064.77732793524,"37.612937,55.681594999999994"
130769.23076923077,"37.731838,55.719069"
340000.0,"37.517140999999995,55.651562"
117857.14285714286,"37.513179,55.85544599999999"
166666.66666666666,"37.543407,55.644323"
230000.0,"37.59533,55.827408"
167777.77777777778,"37.665938,55.891567"
151256.41025641025,"37.576403000000006,55.565137"
118518.51851851853,"37.914915,55.698203"
116666.66666666667,"37.919415,55.706401"
241666.66666666666,"37.639258,55.81255"
174740.48442906575,"37.573483,55.839743999999996"
318750.0,"37.637811,55.785675"
153747.5,"37.587865,55.880778"
285704.7619047619,"37.657188,55.758691000000006"
148888.88888888888,"37.825416,55.825093"
216666.66666666666,"37.597522,55.826503"
325000.0,"37.543345,55.741758999999995"
149833.33333333334,"37.821553,55.803555"
171586.71586715867,"37.736195,55.763932999999994"
130000.0,"37.724077,55.600699"
175879.39698492465,"37.402983,55.801393999999995"
436893.2038834951,"37.678540999999996,55.788424"
132183.908045977,"37.803658,55.72341"
164444.44444444444,"37.51211,55.848124"
138888.88888888888,"37.926862,55.681275"
181818.18181818182,"37.797261999999996,55.803428000000004"
524887.75,"37.539078,55.747115"
568060.3354978354,"37.539078,55.747115"
135897.4358974359,"37.414625,55.653736"
197511.6640746501,"37.673735,55.744059"
93953.74015748032,"37.568377000000005,55.511517000000005"
153448.27586206896,"37.519539,55.532793000000005"
332323.23232323234,"37.527903,55.723237"
220170.45454545453,"37.589265999999995,55.789801000000004"
175555.55555555556,"37.754709000000005,55.713927000000005"
175682.0,"37.739990999999996,55.729383999999996"
551958.2779097387,"37.538717,55.747842000000006"
828373.7804878049,"37.602894,55.759384999999995"
206646.99463327372,"37.600181,55.654701"
346774.1935483871,"37.690057,55.795504"
200882.82407407407,"37.600181,55.654701"
141666.6666666667,"37.528549,55.832363"
115000.0,"37.933303,55.702551"
126153.84615384616,"37.589994,55.62273100000001"
197463.76811594202,"37.503477000000004,55.796876"
135757.57575757575,"37.824104,55.825081999999995"
315833.3333333333,"37.682323,55.761467"
275310.8348134991,"37.537883,55.683797999999996"
248750.0,"37.564105,55.701227"
496551.724137931,"37.521111,55.71546899999999"
156400.0,"37.497643,55.649277000000005"
156400.0,"37.497643,55.649277000000005"
161000.0,"37.497643,55.649277000000005"
161000.0,"37.497643,55.649277000000005"
778605.8695652174,"37.470294,55.82869300000001"
161000.0,"37.497643,55.649277000000005"
190644.74178403756,"37.618053,55.850616"
179738.56209150326,"37.590425,55.673230000000004"
221223.0215827338,"37.637506,55.848133999999995"
374477.6119402985,"37.474191999999995,55.652795999999995"
335526.3157894737,"37.655688,55.752911"
242690.05847953213,"37.615955,55.714323"
174242.42424242425,"37.476411,55.630777"
115625.0,"37.470338,55.565397"
276271.18644067796,"37.572324,55.761182999999996"
159400.0,"37.706353,55.622766000000006"
140856.67215815486,"37.740453,55.603837"
455835.75547866203,"37.549893,55.775397999999996"
154901.96078431373,"37.893562,55.709357999999995"
153846.15384615384,"37.687901000000004,55.88529200000001"
760193.5038009676,"37.618569,55.722142000000005"
182692.3076923077,"37.518901,55.756133"
724269.377382465,"37.618569,55.722142000000005"
283582.0895522388,"37.638539,55.765331"
168067.22689075628,"37.511266,55.81861899999999"
152575.0,"37.67131,55.579811"
152482.26950354612,"37.771642,55.65755"
107142.85714285714,"37.580175,55.526714"
162264.15094339623,"37.647271,55.621658"
156534.95440729483,"37.78942,55.810779000000004"
116666.66666666667,"37.567276,55.51067"
191358.02469135803,"37.655257,55.678158999999994"
183116.8831168831,"37.443757,55.723094999999994"
121333.33333333333,"37.355785,55.637657"
218592.12376933897,"37.638054,55.800473"
184121.62162162163,"37.508777,55.639781000000006"
483606.75,"37.615237,55.765113"
131907.3083778966,"37.434792,55.84633"
135491.6067146283,"37.76027,55.617779000000006"
392857.14285714284,"37.615821000000004,55.769104000000006"
186842.1052631579,"37.48534,55.76289499999999"
570000.0,"37.636715,55.763042000000006"
85245.90163934426,"37.566179999999996,55.500544999999995"
180487.80487804877,"37.705544,55.883095999999995"
210000.0,"37.534415,55.834922"
182724.25249169435,"37.520563,55.835311"
677760.3658536585,"37.639204,55.756538"
176470.58823529413,"37.766890000000004,55.825613"
94339.62264150943,"37.153799,55.987593000000004"
193022.99677765844,"37.669971000000004,55.86161"
134408.60215053763,"37.82785,55.738231000000006"
271052.63157894736,"37.577903000000006,55.686787"
374038.46153846156,"37.666108,55.736265"
126666.66666666667,"37.86593,55.740643999999996"
182795.69892473117,"37.523088,55.822959"
153225.8064516129,"37.514895,55.85946800000001"
119047.61904761905,"37.71371,55.870713"
267123.2876712329,"37.677867,55.732594999999996"
242957.74647887325,"37.652661,55.763164"
180000.0,"37.485969,55.876495999999996"
170937.1794871795,"37.699463,55.751503"
162500.0,"37.738243,55.652485999999996"
129740.25974025975,"37.511023,55.87698100000001"
187272.9876160991,"37.633607,55.700562"
138461.53846153847,"37.834012,55.81994399999999"
159574.46808510637,"37.811221999999994,55.750439"
209615.38461538462,"37.709021,55.773363"
129420.08486562941,"37.715821000000005,55.875178000000005"
160818.7134502924,"37.415281,55.721067000000005"
198181.81818181818,"37.52669,55.810835"
229007.63358778626,"37.571444,55.777407999999994"
200000.0,"37.387442,55.883176"
144736.84210526315,"37.763728,55.654309999999995"
443723.3532934132,"37.678540999999996,55.788424"
369863.01369863015,"37.518057,55.734790000000004"
160000.0,"37.734120000000004,55.644628000000004"
163677.13004484304,"37.574462,55.665528"
214634.1463414634,"37.603774,55.648093"
197200.0,"37.415397999999996,55.738723"
121951.21951219512,"37.655679,55.604702"
243589.7435897436,"37.647090999999996,55.769752000000004"
523255.81395348837,"37.624885,55.766971999999996"
143181.81818181818,"37.499686,55.855492000000005"
171641.79104477612,"37.394673,55.889143999999995"
203924.64678178963,"37.408858,55.746937"
205607.47663551403,"37.566045,55.688095999999994"
152852.5296017223,"37.772873,55.760135"
150000.0,"37.894406,55.716701"
750000.0,"37.605418,55.751614000000004"
174539.5847750865,"37.635363,55.699585"
204545.45454545456,"37.406271000000004,55.815093999999995"
171853.0701754386,"37.436283,55.711016"
219800.0,"37.560188000000004,55.691069999999996"
186787.00589970502,"37.635363,55.699585"
171854.00221729488,"37.635363,55.699585"
176027.0,"37.635363,55.699585"
175000.0,"37.461409,55.81623199999999"
165944.0,"37.635363,55.699585"
204051.51689432064,"37.657889000000004,55.834376"
171781.87020237264,"37.657889000000004,55.834376"
425711.0984848485,"37.542186,55.757408999999996"
326086.95652173914,"37.493183,55.70409300000001"
177500.0,"37.872856,55.739362"
229064.039408867,"37.530957,55.806611"
174418.60465116278,"37.519476,55.828824"
799024.3902439025,"37.614033,55.733796999999996"
191489.36170212764,"37.633787,55.726507"
255102.04081632654,"37.660305,55.762434"
146511.62790697673,"37.484909,55.84904399999999"
287671.23287671234,"37.598268,55.787690000000005"
147058.82352941178,"37.804629,55.692682999999995"
202116.4021164021,"37.698417,55.811384999999994"
189285.71236559137,"37.633607,55.700562"
133705.35714285716,"37.739698,55.614484999999995"
200000.0,"37.607664,55.641707"
214473.68421052632,"37.533615999999995,55.834881"
123684.21052631579,"37.924023999999996,55.697559"
154285.7142857143,"37.594028,55.601976"
154716.98113207548,"37.705904,55.610859999999995"
145408.16326530612,"37.700514,55.812287"
168918.9189189189,"37.5903,55.818645"
496551.724137931,"37.521111,55.71546899999999"
144257.7030812325,"37.396784000000004,55.710134"
125652.17391304347,"37.903883,55.720797999999995"
211267.60563380283,"37.548384000000006,55.840689000000005"
140909.0909090909,"37.521956,55.83809599999999"
252777.77777777778,"37.474677,55.659169999999996"
197333.33333333334,"37.611437,55.799502000000004"
209999.99999999997,"37.493686,55.736284999999995"
132812.5,"37.350719,55.644049"
984444.2028985508,"37.520671,55.798480000000005"
355223.8805970149,"37.471740000000004,55.652999"
86908.6908690869,"37.372934,55.588649"
113207.54716981133,"37.649184000000005,55.576905000000004"
184259.25925925927,"37.674651000000004,55.685686"
205497.38219895287,"37.812767,55.809616000000005"
163793.10344827586,"37.787677,55.797999"
170000.0,"37.500531,55.832443999999995"
249734.32518597238,"37.666513,55.771661"
544400.7940446651,"37.573195,55.725613"
118666.66666666667,"37.773205,55.641651"
195822.45430809402,"37.680787,55.775985999999996"
121370.0,"37.473391,55.869424"
163043.47826086957,"37.85559,55.73467900000001"
162037.03703703705,"37.700873,55.855290000000004"
116504.85436893204,"37.357347999999995,55.599672"
85044.73684210527,"37.449334,55.533297"
787331.625,"37.649975,55.763665"
5044255.319148936,"37.618569,55.722142000000005"
650000.0,"37.59445,55.763478000000006"
606160.0,"37.618569,55.722142000000005"
657342.204132749,"37.605562,55.74983100000001"
474137.9310344828,"37.618569,55.722142000000005"
116666.66666666667,"37.833887,55.764734"
398484.8259860789,"37.643865999999996,55.73085699999999"
650000.0,"37.59445,55.763478000000006"
280039.7219463754,"37.513816999999996,55.668853000000006"
193271.19871794872,"37.419045000000004,55.848558999999995"
692498.9714285714,"37.603235,55.759091000000005"
132954.54545454544,"37.90533,55.720859"
